"Title","Authors","Date","Codigo","JEL","Palabras.Claves","Keywords","Resumen","Abstract","Idioma"
"Tasa de cambio real de Colombia: un enfoque empírico no lineal","Huertas-Campos, Carlos Alfonso","2005-11-01","Borradores de Economía; No. 359","F31;C32","Tasa de cambio real",NA,"Este documento muestra evidencia de una relación no lineal entre la Tasa de Cambio Real (TCR) de Colombia y sus fundamentales. Utilizando un modelo exponencial auto-regresivo de transición suave (ESTAR), se encontró que la TCR bilateral de Colombia frente a México y a Estados Unidos, responde linealmente a ciertos fundamentales, y no linealmente a sus desalineamientos.","This document provides evidence of a nonlinear relationship between the Real Exchange Rate (RER) of Colombia and its fundamentals. Using an exponential smooth transition autoregressive model (ESTAR), it was found that there is a linear relationship betwee","spa"
"Labor participation of married women in Colombia","Arango-Thomas, Luis Eduardo;Posada, Carlos Esteban","2005-11-01","Borradores de Economía; No. 357","J13;J22;C25;C23;C21","Tasa de cambio real","Married women;Labor participation;State-dependence;Fertility",NA,"A pseudo-panel was built to estimate the determinants of the labor participation decision of married women between 1984 and 2000. Past participation decisions, education level, labor income taxes, children between 1 and 2 years of age, and the presence of","spa"
"Demanda de importaciones para el caso colombiano: 1980-2004","Hernández, Juan Nicolás","2005-11-01","Borradores de Economía; No. 356","F17;C32","Importaciones;Elasticidad;Cointegración",NA,"El presente documento explora la existencia de una relación de largo plazo entre la demanda de importaciones totales, de bienes de consumo, de bienes intermedios y de bienes de capital con el ingreso interno y la tasa de cambio real a través de un modelo multivariado VEC. Adicionalmente pretende hallar las elasticidades ingreso y precio en cada uno de los casos considerando hechos tan relevantes durante el periodo de estudio como el proceso de apertura. En la 05ría de los casos fue posible establecer dicha relación, aunque la bondad del pronóstico difiere para cada una de las especificaciones encontradas. La interpretación de las elasticidades conforme indica la literatura proviene de la función de impulso respuesta o de la denominada matriz C. Al aplicar en el contexto de la balanza de pagos las elasticidades estimadas se estableció que aquellas sugeridas por la matriz C mostraban un mejor ajuste.",NA,"spa"
"El costo de los ciclos económicos en Colombia: una nueva estimación","Hernández, Mauricio A.;Jalil-Barney, Munir Andrés;Posada, Carlos Esteban","2005-10-01","Borradores de Economía; No. 353","D61;E32","Fluctuaciones;Costo de los ciclos;Bienestar",NA,"Los ciclos económicos colombianos de la segunda mitad del siglo XX implicaron considerables variaciones en los agregados reales de la economía. A partir de un modelo con tecnología de producción AK y una función de producción de bienes de capital que presenta retornos decrecientes para la inversión, se calculó el costo de las fluctuaciones económicas en términos de consumo y bienestar de las familias. Según nuestros resultados, bajo estabilidad económica la tasa de crecimiento de largo plazo del consumo per. Cápita se habría incrementado entre 0,13 y 0,47 puntos porcentuales, pasando de 1,4% por año, en el escenario fluctuante, a una tasa en el intervalo 1,53% -1,87% anual. De acuerdo con diferentes niveles de la elasticidad intertemporal de sustitución del consumo, la compensación necesaria para hacer que las familias obtuvieran un mismo bienestar bajo los dos escenarios (fluctuante y estable) equivaldría, en promedio, a 4,7% del consumo inicial.","Colombian economic cycles from the second half of the 20th century implied significant variations in real aggregates of the economy. Starting from a model with a technology of production AK and a production function of capital goods that presents diminish","spa"
"Foreign and domestic firms in Colombia: development and trends 1996-2003","Rowland, Peter","2005-10-01","Borradores de Economía; No. 354","J01","Fluctuaciones;Costo de los ciclos;Bienestar","Development;Trends",NA,"This is the second of three papers investigating the differences between foreign and domestic firms in Colombia. The study uses a dataset containing annual balance sheets and income statements for a sample of 3,452 firms for the period 1996 to 2003. This","spa"
"Foreign and domestic firms in Colombia: exports, imports, and external debt","Rowland, Peter","2005-10-01","Borradores de Economía; No. 355","J01","Fluctuaciones;Costo de los ciclos;Bienestar","Exports;Imports;External debt",NA,"This is the third of three papers investigating the differences between foreign and domestic firms in Colombia. The study uses a dataset containing the 2003 balance sheets and income statements for some 7,001 firms obtained from the Superintendencia de So","spa"
"Impuestos a las utilidades e inversión extranjera directa en Colombia","Echavarría-Soto, Juan José;Zodrow, George R.","2005-09-01","Borradores de Economía; No. 348","F13","Inversión extranjera",NA,NA,NA,"spa"
"Impacto de la descentralizacion fiscal sobre la educación pública colombiana","Melo-Becerra, Ligia Alba","2005-09-01","Borradores de Economía; No. 350","I2;H75;H52","Descentralización fiscal",NA,"Este trabajo analiza el impacto de la descentralización fiscal en la provisión de la educación pública en Colombia. Dicho análisis se realiza mediante técnicas de frontera, que permiten estimar funciones de costo y de producción, para determinar diferencias entre los departamentos en eficiencia técnica y de asignación, en la provisión de la educación pública. Los resultados muestran la presencia de altos niveles de ineficiencia en costos y en producción en los diferentes departamentos del país, lo que implica que si las autoridades locales operaran al nivel del más eficiente podría obtenerse mejores resultados educativos y ahorro considerable en el gasto público. Por otra parte, durante el periodo de aplicación de la Ley 60 de 1993, se observa un impacto positivo en la ampliación de las tasas de cobertura, pero un impacto negativo en el logro académico de los estudiantes.",NA,"spa"
"Algunas consideraciones sobre el canal del crédito y la transmisión de tasas de interés en Colombia","Huertas-Campos, Carlos Alfonso;Jalil-Barney, Munir Andrés;Olarte, Sergio;Romero-Chamorro, José Vicente","2005-09-01","Borradores de Economía; No. 351","E52;E43","Tasas de interés",NA,"Este trabajo analiza el impacto de la descentralización fiscal en la provisión de la educación pública en Colombia. Dicho análisis se realiza mediante técnicas de frontera, que permiten estimar funciones de costo y de producción, para determinar diferencias entre los departamentos en eficiencia técnica y de asignación, en la provisión de la educación pública. Los resultados muestran la presencia de altos niveles de ineficiencia en costos y en producción en los diferentes departamentos del país, lo que implica que si las autoridades locales operaran al nivel del más eficiente podría obtenerse mejores resultados educativos y ahorro considerable en el gasto público. Por otra parte, durante el periodo de aplicación de la Ley 60 de 1993, se observa un impacto positivo en la ampliación de las tasas de cobertura, pero un impacto negativo en el logro académico de los estudiantes.",NA,"spa"
"Interest rate setting and the colombian monetary transmission mechanism","Amaya, Carlos Andrés","2005-09-01","Borradores de Economía; No. 352","E58;E43;C33;E52","Tasas de interés","Banks;Monetary policy;Interest rates;Panel data",NA,"This paper is concerned with interest rate setting by commercial banks and how the transmission of monetary policy is reflected in these rates. For this purpose we study the case of the Colombian banking industry for the period 1996-2004. Using microdata,","spa"
"Populist policies in the transition to democracy","Mejía, Daniel;Posada, Carlos Esteban","2005-09-01","Borradores de Economía; No. 349","H11;D73;D74;D30;D78","Tasas de interés","Populism;Oligarchy;Democracy;Conflict;Inequality",NA,"This paper develops a political economy model that provides an explanation as for why ruling elites in oligarchic societies may rely on income redistribution to the poor (the masses) in order to prevent them from attempting a revolution. We refer to this","spa"
"Estimating the COP exchange rate volatility smile and the market effect of central bank interventions: a CHARN approach","Julio-Román, Juan Manuel;Rodríguez-Niño, Norberto;Zárate-Solano, Hector Manuel","2005-08-01","Borradores de Economía; No. 347","C22;E58;F31;E44;C14","Tasas de interés","Volatility smile;Exchange rate risk;Nonparametric estimation;Central bank intervention",NA,"In this paper we estimated a volatility model for COP/US under two different samples, one containing the information before the “discretional interventions” started, and the other using the whole sample. We use a nonparametric approach to estimate the mea","spa"
