"word","score","polarity"
"laureles",0.5,"positive"
"lavorable",0.5,"positive"
"legalidad",0.5,"positive"
"leído",0.5,"positive"
"liberador",0.5,"positive"
"limitador",0.5,"positive"
"liricidad",0.5,"positive"
"loar",0.5,"positive"
"lustroso",0.5,"positive"
"macro",0.5,"positive"
"madurado",0.5,"positive"
"magnánime",0.5,"positive"
"maniatado",0.5,"positive"
"maniobrable",0.5,"positive"
"marinería",0.5,"positive"
"medicamentoso",0.5,"positive"
"meditado",0.5,"positive"
"melodioso",0.5,"positive"
"mezclable",0.5,"positive"
"miopía",0.5,"positive"
"miramento",0.5,"positive"
"mismísimo",0.5,"positive"
"modernizado",0.5,"positive"
"mojigato",0.5,"positive"
"moldeable",0.5,"positive"
"moralmente",0.5,"positive"
"nato",0.5,"positive"
"neutralizado",0.5,"positive"
"novel",0.5,"positive"
"nutrido",0.5,"positive"
"náutica",0.5,"positive"
"núbil",0.5,"positive"
"obligación_simple",0.5,"positive"
"obligación_sin_garantía",0.5,"positive"
"ocurrencia_oportuna",0.5,"positive"
"orientarse",0.5,"positive"
"ortotropo",0.5,"positive"
"ovacionar",0.5,"positive"
"paciente_interno",0.5,"positive"
"panorámico",0.5,"positive"
"papel_de_regalo",0.5,"positive"
"participativo",0.5,"positive"
"patricio",0.5,"positive"
"patriótico",0.5,"positive"
"payaso",0.5,"positive"
"perfeccionado",0.5,"positive"
"permisividad",0.5,"positive"
"permutable",0.5,"positive"
"persuasión",0.5,"positive"
"petulante",0.5,"positive"
"piadoso",0.5,"positive"
"pintoresco",0.5,"positive"
"plegable",0.5,"positive"
"poner_a_salvo",0.5,"positive"
"ponerse_bien",0.5,"positive"
"pormenorizado",0.5,"positive"
"pornográfico",0.5,"positive"
"precavido",0.5,"positive"
"preciosura",0.5,"positive"
"preeminente",0.5,"positive"
"premiar",0.5,"positive"
"preservado",0.5,"positive"
"prevención",0.5,"positive"
"profundizable",0.5,"positive"
"profuso",0.5,"positive"
"programa_de_rehabilitación",0.5,"positive"
"prometido",0.5,"positive"
"propiciación",0.5,"positive"
"propiciatoriedad",0.5,"positive"
"protagonismo",0.5,"positive"
"prudencial",0.5,"positive"
"pudiente",0.5,"positive"
"puntería",0.5,"positive"
"pío",0.5,"positive"
"racionalidad",0.5,"positive"
"rastrero",0.5,"positive"
"ratificar",0.5,"positive"
"realizable",0.5,"positive"
"reanimado",0.5,"positive"
"recepción_cordial",0.5,"positive"
"recepción_favorable",0.5,"positive"
"recio",0.5,"positive"
"reconciliable",0.5,"positive"
"rectificable",0.5,"positive"
"rectitud",0.5,"positive"
"recubierto",0.5,"positive"
"recuperable",0.5,"positive"
"refinar",0.5,"positive"
"reflectante",0.5,"positive"
"reformatorio",0.5,"positive"
"refrendada",0.5,"positive"
"refrescante",0.5,"positive"
"regente",0.5,"positive"
"regulable",0.5,"positive"
"rendido",0.5,"positive"
"rentabilidad",0.5,"positive"
"reparable",0.5,"positive"
"replegable",0.5,"positive"
"reponerse",0.5,"positive"
"representable",0.5,"positive"
"representante",0.5,"positive"
"resoluble",0.5,"positive"
"respaldado",0.5,"positive"
"respingón",0.5,"positive"
"resplandeciente",0.5,"positive"
"retenido",0.5,"positive"
"revalidar",0.5,"positive"
"revelador",0.5,"positive"
"revitalizado",0.5,"positive"
"rosáceo",0.5,"positive"
"rumboso",0.5,"positive"
"sacrosanto",0.5,"positive"
"salud_mental",0.5,"positive"
"savoir-faire",0.5,"positive"
"seleccionado",0.5,"positive"
"selectivo",0.5,"positive"
"semiprecioso",0.5,"positive"
"sentido_común",0.5,"positive"
"seráfico",0.5,"positive"
"sexuado",0.5,"positive"
"sinvergüenza",0.5,"positive"
"solvencia",0.5,"positive"
"solvente",0.5,"positive"
"sublimado",0.5,"positive"
"subsanable",0.5,"positive"
"subsistir",0.5,"positive"
"suertero",0.5,"positive"
"sujetable",0.5,"positive"
"sumergible",0.5,"positive"
"sumo",0.5,"positive"
"super",0.5,"positive"
"superno",0.5,"positive"
"sustancialidad",0.5,"positive"
"sómatico",0.5,"positive"
"tapizado",0.5,"positive"
"taraceado",0.5,"positive"
"tasable",0.5,"positive"
"templado",0.5,"positive"
"tentador",0.5,"positive"
"tonicidad",0.5,"positive"
"tonificado",0.5,"positive"
"transitivo",0.5,"positive"
"transplantable",0.5,"positive"
"transportable",0.5,"positive"
"trasmisible",0.5,"positive"
"trasplantable",0.5,"positive"
"trata",0.5,"positive"
"turístico",0.5,"positive"
"técnico",0.5,"positive"
"unánime",0.5,"positive"
"usabilidad",0.5,"positive"
"usual",0.5,"positive"
"utilitarismo",0.5,"positive"
"validado",0.5,"positive"
"valorable",0.5,"positive"
"varonil",0.5,"positive"
"vendido",0.5,"positive"
"venerable",0.5,"positive"
"verificado",0.5,"positive"
"verismo",0.5,"positive"
"vigorizado",0.5,"positive"
"voto_de_confianza",0.5,"positive"
"válido",0.5,"positive"
"zurdo",0.5,"positive"
"abad",0.375,"positive"
"abadesa",0.375,"positive"
"abanderar",0.375,"positive"
"abandonarse_a_algo",0.375,"positive"
"abatible",0.375,"positive"
"abdicable",0.375,"positive"
"abilidad",0.313,"positive"
"ablandado",0.375,"positive"
"abonado",0.375,"positive"
"abonamiento",0.375,"positive"
"abotonar",0.375,"positive"
"absorbible",0.375,"positive"
"abstemio",0.375,"positive"
"absuelto",0.375,"positive"
"acallamiento",0.375,"positive"
"acatar",0.375,"positive"
"accesibilidad",0.417,"positive"
"aceitunado",0.375,"positive"
"achispado",0.375,"positive"
"acierto",0.375,"positive"
"acomodación",0.292,"positive"
"acomodar",0.469,"positive"
"acompañante",0.375,"positive"
"acoplado",0.375,"positive"
"acorazado",0.313,"positive"
"acorazonado",0.375,"positive"
"acordado",0.375,"positive"
"acordarse",0.438,"positive"
"acostumbrado",0.333,"positive"
"acristalado",0.375,"positive"
"activado",0.292,"positive"
"actividad_extracurricular",0.375,"positive"
"activista",0.375,"positive"
"activo",0.26,"positive"
"activo",0.375,"positive"
"activo_de_garantía",0.375,"positive"
"actuado",0.375,"positive"
"acuerdo_escrito",0.375,"positive"
"acullá",0.375,"positive"
"acumulativo",0.375,"positive"
"acústicamente",0.375,"positive"
"adaptabilidad",0.313,"positive"
"adaptable",0.313,"positive"
"adaptar",0.3,"positive"
"adecuar",0.281,"positive"
"aderezar",0.313,"positive"
"adherente",0.375,"positive"
"adiestrado",0.375,"positive"
"adiestrar",0.375,"positive"
"adinerado",0.375,"positive"
"adoxografía",0.375,"positive"
"adquirible",0.375,"positive"
"adulto",0.375,"positive"
"aerobio",0.313,"positive"
"aerotransportado",0.375,"positive"
"afeminado",0.313,"positive"
"aficionarse",0.375,"positive"
"afilado",0.375,"positive"
"afinar",0.304,"positive"
"afluencia",0.375,"positive"
"agasajar",0.333,"positive"
"agil",0.375,"positive"
"agotable",0.375,"positive"
"agregado",0.458,"positive"
"agua_potable",0.375,"positive"
"aguafiestas",0.375,"positive"
"agudizar",0.3,"positive"
"ahusar",0.375,"positive"
"ajustado",0.375,"positive"
"ajustar",0.292,"positive"
"alado",0.313,"positive"
"alcanzado",0.375,"positive"
"alerta",0.375,"positive"
"alfabetismo",0.375,"positive"
"aliciente",0.438,"positive"
"aliento",0.313,"positive"
"alineado",0.275,"positive"
"allegro",0.375,"positive"
"allunyat",0.375,"positive"
"allá",0.375,"positive"
"alta_fidelidad",0.313,"positive"
"altruista",0.375,"positive"
"altruísta",0.375,"positive"
"alucinante",0.375,"positive"
"amaestrado",0.375,"positive"
"amaestrar",0.375,"positive"
"amamantar",0.375,"positive"
"amarillo",0.375,"positive"
"amarillo_canario",0.375,"positive"
"amatista",0.375,"positive"
"ambidiestro",0.375,"positive"
"ambivalencia",0.375,"positive"
"ambivalente",0.375,"positive"
"ambrosiaco",0.375,"positive"
"ambrosíaco",0.375,"positive"
"ametista",0.375,"positive"
"amigo_por_correspondencia",0.375,"positive"
"amor_fraternal",0.375,"positive"
"amotinador",0.375,"positive"
"ampliamente",0.313,"positive"
"amplio",0.393,"positive"
"anacoreta",0.375,"positive"
"anaerobio",0.375,"positive"
"anaeróbico",0.375,"positive"
"analéptico",0.375,"positive"
"anaranjado",0.375,"positive"
"anchura",0.292,"positive"
"anejo",0.438,"positive"
"anexo",0.344,"positive"
"anfipróstilo",0.375,"positive"
"anfiprótico",0.375,"positive"
"anfípodo",0.375,"positive"
"anfótero",0.375,"positive"
"angélico",0.375,"positive"
"aniñado",0.375,"positive"
"antender",0.375,"positive"
"antheraea",0.375,"positive"
"antiadherente",0.375,"positive"
"antiaéreo",0.375,"positive"
"antitóxico",0.375,"positive"
"antiácido",0.375,"positive"
"antropofagia",0.375,"positive"
"anuencia",0.313,"positive"
"análogo",0.292,"positive"
"apaciguarse",0.375,"positive"
"aparato_acústico",0.375,"positive"
"apetitoso",0.292,"positive"
"apical",0.375,"positive"
"aplacable",0.375,"positive"
"aplacamiento",0.469,"positive"
"aplauso",0.458,"positive"
"aplicabilidad",0.375,"positive"
"apocárpico",0.375,"positive"
"apología",0.333,"positive"
"apreciar",0.375,"positive"
"aprobación",0.359,"positive"
"aprobar_formalmente",0.375,"positive"
"aprovechable",0.375,"positive"
"aprovechar",0.417,"positive"
"arbitrable",0.375,"positive"
"arbitrario",0.313,"positive"
"arcano",0.375,"positive"
"archimandita",0.375,"positive"
"archimandrita",0.375,"positive"
"argot",0.375,"positive"
"argénteo",0.375,"positive"
"aristocrático",0.438,"positive"
"aristotelismo",0.375,"positive"
"aritméticamente",0.375,"positive"
"arlequinada",0.375,"positive"
"armado",0.333,"positive"
"armonía",0.3,"positive"
"arrollador",0.375,"positive"
"arte_teatral",0.375,"positive"
"artefacto",0.375,"positive"
"artes",0.375,"positive"
"artesanal",0.375,"positive"
"artesanía",0.417,"positive"
"artístico",0.417,"positive"
"ascendente",0.375,"positive"
"ascendiente",0.417,"positive"
"aseado",0.313,"positive"
"asegurado",0.375,"positive"
"aserrar",0.375,"positive"
"asesor",0.375,"positive"
"asesora",0.375,"positive"
"asibilación",0.375,"positive"
"asimilable",0.375,"positive"
"asimilador",0.375,"positive"
"asintomático",0.375,"positive"
"asistido",0.375,"positive"
"asociado",0.313,"positive"
"asombro",0.375,"positive"
"asombroso",0.333,"positive"
"astado",0.375,"positive"
"astuto",0.268,"positive"
"asustadizo",0.375,"positive"
"atado",0.271,"positive"
"ataráxico",0.375,"positive"
"ataviarse",0.417,"positive"
"atención_de_enfermería",0.375,"positive"
"atento",0.341,"positive"
"atestado",0.375,"positive"
"atribuible",0.375,"positive"
"atuendo",0.375,"positive"
"atávico",0.375,"positive"
"audibilidad",0.375,"positive"
"augusto",0.375,"positive"
"autentificar",0.292,"positive"
"autofecundado",0.375,"positive"
"autogénesis",0.375,"positive"
"automatizado",0.375,"positive"
"autopolinizado",0.375,"positive"
"autorizado",0.437,"positive"
"auténtico",0.268,"positive"
"auxilio",0.375,"positive"
"avanzado",0.281,"positive"
"avanzarse",0.375,"positive"
"avançat",0.375,"positive"
"avispado",0.458,"positive"
"ayuda",0.375,"positive"
"ayuda_exterior",0.375,"positive"
"ayudado",0.375,"positive"
"ayudar",0.275,"positive"
"azul_celeste",0.313,"positive"
"añadible",0.375,"positive"
"bactericida",0.375,"positive"
"balance_final",0.375,"positive"
"ballet_clásico",0.375,"positive"
"balonvolea",0.375,"positive"
"barato",0.292,"positive"
"barrigudo",0.292,"positive"
"barrigón",0.375,"positive"
"bastar",0.375,"positive"
"beatitud",0.375,"positive"
"benchmark",0.375,"positive"
"beneficiar",0.417,"positive"
"beneficios",0.375,"positive"
"beneplácito",0.313,"positive"
"benignidad",0.375,"positive"
"benigno",0.469,"positive"
"bermejo",0.375,"positive"
"bienhablado",0.375,"positive"
"billete_de_autobús",0.375,"positive"
"billete_de_tren",0.375,"positive"
"bimestral",0.313,"positive"
"biologismo",0.375,"positive"
"bioluminiscente",0.375,"positive"
"bioquímico",0.375,"positive"
"bipartido",0.375,"positive"
"blasonado",0.375,"positive"
"bocón",0.375,"positive"
"bonanza",0.417,"positive"
"bondadoso",0.357,"positive"
"boquiabierto",0.438,"positive"
"borrable",0.375,"positive"
"braco",0.375,"positive"
"brillante",0.49,"positive"
"bruno",0.375,"positive"
"brutal",0.264,"positive"
"brío",0.313,"positive"
"buena_prenda",0.375,"positive"
"buena_racha",0.375,"positive"
"buena_suerte",0.438,"positive"
"buenas_noticias",0.375,"positive"
"buenaventura",0.438,"positive"
"butiráceo",0.375,"positive"
"caballerosidad",0.375,"positive"
"caballería_medieval",0.375,"positive"
"cabalístico",0.375,"positive"
"cachet",0.375,"positive"
"caer_a_plomo",0.375,"positive"
"calculado",0.375,"positive"
"calcular_cumulativamente",0.375,"positive"
"calentado",0.313,"positive"
"calentar_el_banquillo",0.375,"positive"
"caliente",0.406,"positive"
"caligrafía",0.375,"positive"
"calloso",0.438,"positive"
"calmante",0.375,"positive"
"cambiable",0.313,"positive"
"cambiante",0.333,"positive"
"caminito_de_rosas",0.375,"positive"
"camino_de_herradura",0.375,"positive"
"camino_de_rosas",0.375,"positive"
"campanilleo",0.375,"positive"
"canción_religiosa",0.375,"positive"
"canibalismo",0.375,"positive"
"canon",0.281,"positive"
"canonizado",0.375,"positive"
"cantar_las_alabanzas",0.438,"positive"
"canto_de_villancicos",0.375,"positive"
"capacidad",0.307,"positive"
"capacitar",0.438,"positive"
"capado",0.375,"positive"
"capital",0.281,"positive"
"carioca",0.375,"positive"
"carisma",0.375,"positive"
"carmesí",0.375,"positive"
"carminativo",0.375,"positive"
"carácter_festivo",0.375,"positive"
"casado",0.438,"positive"
"castigador",0.375,"positive"
"castrado",0.313,"positive"
"casuística",0.375,"positive"
"casuístico",0.375,"positive"
"cata",0.375,"positive"
"catequesis",0.313,"positive"
"catequizar",0.375,"positive"
"cañón_antiaéreo",0.375,"positive"
"celebración",0.458,"positive"
"celebridad",0.375,"positive"
"centelleante",0.375,"positive"
"centralizar",0.375,"positive"
"centrista",0.313,"positive"
"centro_de_actividades",0.375,"positive"
"centrípeto",0.375,"positive"
"cepillado",0.313,"positive"
"ceremonia_religiosa",0.375,"positive"
"ceremonial",0.375,"positive"
"cereza",0.375,"positive"
"cerrar_con_pestillo",0.375,"positive"
"cerrar_puntos",0.375,"positive"
"certificado",0.313,"positive"
"ceñido",0.438,"positive"
"chanchullero",0.375,"positive"
"charlotada",0.375,"positive"
"chauvinista",0.375,"positive"
"cicatrizado",0.375,"positive"
"científico_espacial",0.375,"positive"
"cigomorfo",0.375,"positive"
"cinta_azul",0.375,"positive"
"cintilar",0.375,"positive"
"circunstancial",0.313,"positive"
"circunstanciar",0.375,"positive"
"civil",0.275,"positive"
"clandestino",0.375,"positive"
"clarificativo",0.375,"positive"
"claro",0.306,"positive"
"clasista",0.375,"positive"
"claudicar",0.375,"positive"
"clemente",0.438,"positive"
"clo",0.375,"positive"
"clásico",0.313,"positive"
"coactivo",0.375,"positive"
"cobrado",0.375,"positive"
"codiciado",0.375,"positive"
"coercitivo",0.375,"positive"
"coexistente",0.375,"positive"
"coextensivo",0.375,"positive"
"cognitivamente",0.375,"positive"
"coherencia",0.313,"positive"
"coherente",0.406,"positive"
"coincidente",0.292,"positive"
"cojinete",0.375,"positive"
"colectivo",0.313,"positive"
"colorado",0.375,"positive"
"coloreado",0.375,"positive"
"colosal",0.375,"positive"
"columnario",0.313,"positive"
"combinable",0.438,"positive"
"combinador",0.375,"positive"
"combinatorio",0.375,"positive"
"comburente",0.375,"positive"
"comerciable",0.375,"positive"
"como_contestación",0.375,"positive"
"comodidades",0.375,"positive"
"compartimentado",0.313,"positive"
"compatibilidad",0.313,"positive"
"competencia",0.344,"positive"
"completado",0.375,"positive"
"completo",0.469,"positive"
"comprensibilidad",0.375,"positive"
"comprensible",0.375,"positive"
"compresible",0.375,"positive"
"comprobado",0.333,"positive"
"comprometido",0.417,"positive"
"compromiso_matrimonial",0.375,"positive"
"comunicativo",0.313,"positive"
"comunidad_de_intereses",0.375,"positive"
"con_bastante_seguridad",0.375,"positive"
"con_certeza",0.375,"positive"
"con_colores",0.375,"positive"
"con_seguridad",0.375,"positive"
"con_vivacidad",0.375,"positive"
"concentrado",0.268,"positive"
"concepto",0.375,"positive"
"concertación",0.375,"positive"
"concienzudo",0.292,"positive"
"concierto_benéfico",0.375,"positive"
"conciso",0.375,"positive"
"concomitante",0.375,"positive"
"condecorar",0.375,"positive"
"conducido",0.375,"positive"
"conector",0.375,"positive"
"confiabilidad",0.375,"positive"
"confiado",0.375,"positive"
"confidencial",0.313,"positive"
"confinado",0.375,"positive"
"confirmar",0.313,"positive"
"confluente",0.375,"positive"
"conforme",0.375,"positive"
"conformista",0.375,"positive"
"conformista",0.375,"positive"
"confucionismo",0.375,"positive"
"confundido",0.375,"positive"
"congratulación",0.417,"positive"
"conjeturable",0.375,"positive"
"conjetural",0.375,"positive"
"conmemoración",0.375,"positive"
"conmemorativo",0.375,"positive"
"conmensurable",0.375,"positive"
"conmovedor",0.344,"positive"
"conmutable",0.292,"positive"
"conmutativo",0.375,"positive"
"connivencia",0.281,"positive"
"conocedor",0.375,"positive"
"conocido",0.438,"positive"
"conocimiento_general",0.375,"positive"
"conocimiento_práctico",0.375,"positive"
"conquistable",0.313,"positive"
"consagrar",0.438,"positive"
"consagrarse",0.292,"positive"
"consciencia",0.375,"positive"
"consciente",0.275,"positive"
"consciente",0.375,"positive"
"consecuente",0.458,"positive"
"consenso",0.292,"positive"
"consideración",0.341,"positive"
"considerado",0.425,"positive"
"consolidado",0.438,"positive"
"consonante",0.333,"positive"
"consonante_sibilante",0.375,"positive"
"constante",0.344,"positive"
"constatar",0.375,"positive"
"constitutivo",0.375,"positive"
"constrictivo",0.375,"positive"
"consultor",0.375,"positive"
"consultora",0.375,"positive"
"consumible",0.375,"positive"
"contagioso",0.313,"positive"
"contar_con",0.375,"positive"
"contemplativo",0.375,"positive"
"contemporizador",0.313,"positive"
"contradecible",0.375,"positive"
"contraer_esponsales",0.375,"positive"
"contrato_unilateral",0.375,"positive"
"control_de_calidad",0.375,"positive"
"contumaz",0.375,"positive"
"contundente",0.333,"positive"
"convencionalismo",0.313,"positive"
"convenido",0.313,"positive"
"convenir",0.375,"positive"
"convento_de_monjas",0.375,"positive"
"convertible",0.333,"positive"
"convidar",0.375,"positive"
"convincente",0.281,"positive"
"cornudo",0.313,"positive"
"correctamente",0.375,"positive"
"corredero",0.375,"positive"
"correspondiente",0.292,"positive"
"corroboración",0.313,"positive"
"corroborar",0.275,"positive"
